Workplace Example,Element Name,Hot Technology,In Demand
Learning Fundamentals Speech Visualization,Medical software,N,N
Learning Technology Research Institute GLO Maker,Computer based training software,N,N
Learning management system LMS,Computer based training software,N,Y
Lease Cost Solutions LseMod,Data base user interface and query software,N,N
Lectra Prima Vision Print Repeat,Graphics or photo imaging software,N,N
LegacyUSA BakeSmart,Enterprise resource planning ERP software,N,N
Legal Files software,Project management software,N,N
Legal document software,Word processing software,N,N
Legal research software,Information retrieval or search software,N,N
Legal software,Expert system software,N,N
LegalEdge Law Firm Suite,Data base user interface and query software,N,N
Legislative Automative Workflow System LAWS,Data base user interface and query software,N,N
Leica AEROPLAN LiDAR,Flight control software,N,N
Leica Geosystems ERDAS IMAGINE,Map creation software,N,N
Leica Geosystems FMS,Mobile location based services software,N,N
Lemkesoft GraphicConverter,Graphics or photo imaging software,N,N
Lending software systems,Financial analysis software,N,N
Lenos marketing automation software,Data base user interface and query software,N,N
Lenox Softworks VideoPoint,Video creation and editing software,N,N
LeonardoMD Renaissance,Medical software,N,N
Leprechaun Spa and Salon Software,Data base user interface and query software,N,N
Levare Center Court,Calendar and scheduling software,N,N
Lewis & Ellis LEAPPS,Financial analysis software,N,N
LexisNexis,Information retrieval or search software,N,N
LexisNexis Accurint,Data base user interface and query software,N,N
LexisNexis Applied Discovery,Analytical or scientific software,N,N
LexisNexis Banko,Information retrieval or search software,N,N
LexisNexis CaseMap,Data base user interface and query software,N,N
LexisNexis CheckCite,Word processing software,N,N
LexisNexis CodeMaster,Data base user interface and query software,N,N
LexisNexis Company Analyzer,Information retrieval or search software,N,N
LexisNexis Concordance,Analytical or scientific software,N,N
LexisNexis CourtLink Strategic Profiles,Analytical or scientific software,N,N
LexisNexis File and Serve,Document management software,N,N
LexisNexis Lexis Advance,Information retrieval or search software,N,N
LexisNexis Lexis Back Office,Accounting software,N,N
LexisNexis Lexis Front Office,Data base user interface and query software,N,N
LexisNexis PCLaw,Accounting software,N,N
LexisNexis RiskWise,Expert system software,N,N
LexisNexis Shepard's Citations Service,Information retrieval or search software,N,N
LexisNexis SmartLinx,Information retrieval or search software,N,N
LexisNexis Time Matters,Data base user interface and query software,N,N
LexisNexis Total Search,Document management software,N,N
Lexrotech LxPediatric,Medical software,N,N
Libera System7,Medical software,N,N
Library of Congress E-resources Online Catalog,Data base user interface and query software,N,N
Library of Congress digital collections,Information retrieval or search software,N,N
Library of Congress online databases,Library software,N,N
LibreOffice,Office suite software,N,N
LibreOffice Draw,Process mapping and design software,N,N
Life Systems Software ChiroSuite EHR,Medical software,N,N
Life Technologies SOLiD,Analytical or scientific software,N,N
Life Technologies Vector NTI,Analytical or scientific software,N,N
Life cycle assessment LCA software,Analytical or scientific software,N,N
Life cycle cost software,Analytical or scientific software,N,N
Lifeline Software RadCalc,Medical software,N,N
Lifestyles Technologies DietMaster Pro,Medical software,N,N
Light Blue Software Light Blue,Data base user interface and query software,N,N
LightSpeed Cloud,Point of sale POS software,N,N
Lighting calculation software,Analytical or scientific software,N,N
Lilly Software Associates VISUAL DCMS,Inventory management software,N,N
Lilly Software Associates VISUAL Enterprise,Enterprise resource planning ERP software,N,N
Linear Technology LTSpice,Analytical or scientific software,N,N
LinearTeam WinISD,Analytical or scientific software,N,N
Lingoes,Foreign language software,N,N
Link Microtek,Analytical or scientific software,N,N
Link actuated vents LAVENT software,Analytical or scientific software,N,N
Link analysis software,Analytical or scientific software,N,N
Link encryption software,Transaction security and virus protection software,N,N
LinkCAD,Computer aided design CAD software,N,N
LinkedIn,Web page creation and editing software,N,N
Linspire Nvu,Web page creation and editing software,N,N
Linux,Operating system software,Y,N
Linux Virtual Server,Application server software,N,N
Lion Edge Technologies Ranch Manager,Data base user interface and query software,N,N
LiquidPlanner,Project management software,N,N
List processing language LISP,Development environment software,N,N
Listserv software,Electronic mail software,N,N
Litchi,Analytical or scientific software,N,N
Literature & Latte Scrivener,Word processing software,N,N
Litigation management software,Analytical or scientific software,N,N
Litigation support software,Analytical or scientific software,N,N
Little Piano,Music or sound editing software,N,N
Live streaming software,Video creation and editing software,N,N
Load optimization software,Materials requirements planning logistics and supply chain software,N,N
Load testing software,Program testing software,N,N
Load-bearing analysis software,Analytical or scientific software,N,N
Loan application processing software,Financial analysis software,N,N
Loan origination software,Financial analysis software,N,N
Loan tracking software,Customer relationship management CRM software,N,N
Local area network LAN software,LAN software,N,N
Location allocation decision support system LADSS,Analytical or scientific software,N,N
Location mapping software,Map creation software,N,N
Locomotive distribution software,Data base reporting software,N,N
Log book software,Data base user interface and query software,N,N
LogMatrix NerveCenter,Network monitoring software,N,N
LogMeIn GoToMeeting,Video conferencing software,N,N
LogMeIn GoToWebinar,Network conferencing software,N,N
LogRhythm,Network security or virtual private network VPN management software,N,N
Logger data manager LDM,Analytical or scientific software,N,N
Logger software,Data base user interface and query software,N,N
LoggerPC software,Analytical or scientific software,N,N
LogiXML Ad-HOC,Desktop publishing software,N,N
Logic Design RoboLogix,Analytical or scientific software,N,N
Logic Group Scanner Digitizing Software,Optical character reader OCR or scanning software,N,N
Logic Software Easy Projects.NET,Project management software,N,N
Logic programming software,Program testing software,N,N
Logic simulators,Analytical or scientific software,N,N
Logic synthesis software,Analytical or scientific software,N,N
LogicSphere Firstmix,Analytical or scientific software,N,N
LogicVision icBIST,Analytical or scientific software,N,N
Logical partition LPAR software,Configuration management software,N,N
LogicalBit Eimas,Data base user interface and query software,N,N
Logility Voyager WarehousePRO,Inventory management software,N,N
Logisim,Computer aided design CAD software,N,N
Logisoft Positive Pos System,Point of sale POS software,N,N
Logistics Cost Estimating Tool,Analytical or scientific software,N,N
Logistics Support Analysts SmartLogic,Materials requirements planning logistics and supply chain software,N,N
Logistics management information LMI database software,Materials requirements planning logistics and supply chain software,N,N
Logisuite Enterprise,Materials requirements planning logistics and supply chain software,N,N
Logisuite Forwarder,Materials requirements planning logistics and supply chain software,N,N
Logitech 3D Pro,Computer aided design CAD software,N,N
Logo design software,Development environment software,N,N
Logopress,Computer aided design CAD software,N,N
Logplot software,Analytical or scientific software,N,N
Lombardi Teamworks,Data base user interface and query software,N,N
London Computer Systems Rent Manager,Data base user interface and query software,N,N
Longview Consolidation,Financial analysis software,N,N
Longview Performance Management Platform,Financial analysis software,N,N
Longview Solutions Khalix,Financial analysis software,N,N
Loom,Video creation and editing software,N,N
Lorenz DocuBridge,Document management software,N,N
Lorenz eValidator,Document management software,N,N
Lorenz labelBridge,Document management software,N,N
Low-level debugger software,Program testing software,N,N
Low-level driver LLD software,Analytical or scientific software,N,N
Low-level virtual machine LLVM compilers,Compiler and decompiler software,N,N
